stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,wheelchair_boarding
62,22070z,Gardolo S.Anna Carpenedi,,46.113321,11.107851,10110,1
63,22070x,Gardolo S.Anna Carpenedi,,46.113375,11.107612,10110,1
64,22075x,Gardolo Svincolo Ss.12,,46.106227,11.109068,10110,1
65,23215z,Gazzadina Strada Vecchia,,46.130110,11.126039,10110,2
66,23210z,Gazzadina Al Pontat,,46.128445,11.129215,10110,2
67,23210x,Gazzadina Al Pontat,,46.128599,11.129266,10110,2
68,23215x,Gazzadina Strada Vecchia,,46.130191,11.125941,10110,2
69,25710c,Grotta Piazza,,46.045801,11.151127,10110,2
70,25705z,Grotta Bindesi,,46.043393,11.151713,10110,2
71,25705x,Grotta Bindesi,,46.043503,11.151588,10110,2
72,22230z,Ss 12 "Zona Ind.Le Ftm",,46.119310,11.106119,10110,2
73,22205z,Lamar "Ftm",,46.125716,11.107709,10110,2
74,22205x,Lamar "Ftm",,46.125961,11.107589,10110,2
75,22210z,Lamar "Sottostazione Enel",,46.129242,11.109760,10110,2
76,21420z,Largo Sauro,,46.074849,11.124972,10110,
77,29005z,Lavis Nazionale,,46.138664,11.108985,19025,2
78,29015x,Lavis Piazza Mercato,,46.137921,11.114454,19025,2
79,29020x,Lavis "Municipio",,46.139322,11.111955,19025,2
80,19025,Lavis Rosmini Segantini,,46.142197,11.108504,19025,1
81,29010z,Lavis Cembra,,46.143164,11.106398,19025,1
85,21210z,Centochiavi Dalla Fior,,46.094611,11.120672,10110,2
86,21205x,Centochiavi Chiocchetti,,46.093993,11.120696,10110,2
87,22410x,Melta "Case Itea",,46.102271,11.118106,10110,1
88,22405x,Parco di Melta,,46.097275,11.119763,10110,
89,22415z,Melta Centro,,46.099064,11.119266,10110,2
90,22415x,Melta Centro,,46.100104,11.118726,10110,1
91,22405z,Parco di Melta,,46.097239,11.119897,10110,
92,21115c,Bettini "Madonna Bianca",,46.042500,11.132905,10110,2
93,21690z,Stella "S.Gaetano",,46.036416,11.130363,10110,2
94,26040z,Ss 12 "Casteller",,46.025285,11.132748,10110,2
95,26040x,Ss 12 "Casteller",,46.025708,11.132788,10110,2
96,21465x,Madonna Bianca "S.Gaetano",,46.038012,11.130692,10110,1
97,21695x,Stella Marighetto,,46.034257,11.131506,10110,1
98,21460z,Madonna Bianca "Man",,46.040294,11.130338,10110,2
99,26045z,Ss 12 "Le Caverne",,46.030863,11.132674,10110,2
100,26045x,Ss 12 "Le Caverne",,46.030338,11.132908,10110,1
101,24335z,Martignano Formigheta,,46.089121,11.133087,10110,1
102,24335x,Martignano Formigheta,,46.089134,11.133212,10110,1
103,24305z,Martignano "Chiesa",,46.088733,11.130600,10110,2
104,24040z,Sp 131 "Maso Pradiscola",,46.083190,11.135733,10110,2
105,24040x,Sp 131 "Maso Pradiscola",,46.083255,11.135870,10110,1
106,24345z,Martignano P.Zza Menghin,,46.090241,11.131624,10110,2
107,24345x,Martignano P.Zza Menghin,,46.090276,11.131456,10110,2
108,24340x,Martignano Piazza Canopi,,46.089344,11.131027,10110,1
109,24350z,Sp 131 "Res. Silvana",,46.097726,11.126958,10110,2
110,24350x,Sp 131 "Res. Silvana",,46.097493,11.126921,10110,2
111,24310z,Martignano Ai Bolleri,,46.094491,11.130142,10110,2
112,24310x,Martignano Ai Bolleri,,46.094873,11.129318,10110,2
113,28015z,Sopramonte "Maso Banal",,46.068953,11.063561,10110,2
115,24355z,Sp 131 Al Maso Specchio,,46.104391,11.123564,10110,2
116,24355x,Sp 131 Al Maso Specchio,,46.104353,11.123417,10110,2
117,27015z,Ravina "Maso Stella",,46.032355,11.112675,10110,2
118,27015x,Ravina "Maso Stella",,46.032555,11.112927,10110,2
119,26030c,Mattarello Piazza Perini,,46.006904,11.128335,10110,2
120,26035z,Mattarello Via Nazionale,,46.012408,11.130561,10110,1
121,26035x,Mattarello Via Nazionale,,46.011659,11.130372,10110,2
122,26005x,Mattarello Pomeranos,,46.013561,11.131495,10110,1
123,26010z,Mattarello "Ronchi",,46.017244,11.132396,10110,2
124,26010x,Mattarello "Ronchi",,46.017363,11.132606,10110,2
125,26025x,Mattarello S.Leonardo,,46.006454,11.127624,10110,2
127,26020x,Mattarello Catoni,,46.009381,11.128971,10110,1
128,26015x,Mattarello Rio Stolzano,,46.003129,11.126821,10110,2
129,23020z,Meano Bivio S.Lazzaro,,46.128304,11.115278,10110,2
130,23020x,Meano Bivio S.Lazzaro,,46.127538,11.115261,10110,2
131,23040z,Sp 76 "Piac",,46.126690,11.114529,10110,1
133,23035z,Sp 76 "Maregioli",,46.130756,11.121746,10110,2
134,23035x,Sp 76 "Maregioli",,46.130894,11.121668,10110,1
135,23005z,Meano "Campo Sportivo",,46.128279,11.120263,10110,1
136,23005x,Meano "Campo Sportivo",,46.128311,11.119718,10110,1
137,23015z,Meano "Cimitero",,46.125737,11.118416,10110,1
138,23015x,Meano "Cimitero",,46.125484,11.118316,10110,1
139,23045z,Sp 76 "Via Rossa",,46.119858,11.111413,10110,2
140,23045x,Sp 76 "Via Rossa",,46.119703,11.111292,10110,2
141,23025z,Meano Piazza Dell'assunta,,46.122688,11.116842,10110,2
142,23030x,Meano Portoni,,46.123625,11.116852,10110,2
143,23055z,Sp 76 Dos di Lamar,,46.124940,11.113459,10110,2
144,23055x,Sp 76 Dos di Lamar,,46.124718,11.113015,10110,1
145,25405z,Mesiano "Fac. Ingegneria",,46.067139,11.139352,10110,1
146,25405x,Mesiano "Fac. Ingegneria",,46.067199,11.139494,10110,1
147,25410z,Mesiano "Stazione Fs",,46.064948,11.141686,10110,1
148,25410x,Mesiano "Stazione Fs",,46.065069,11.141722,10110,1
149,25045z,Povo Valoni,,46.065699,11.146415,10110,1
150,25045x,Povo Valoni,,46.065747,11.146323,10110,1
151,24510c,Montevaccino,,46.108341,11.142761,10110,
152,24515z,Montevaccino di Sotto,,46.109440,11.139968,10110,2
153,24515x,Montevaccino di Sotto,,46.109509,11.140093,10110,2
154,24520z,Sp 131 "Paganin",,46.106289,11.137607,10110,2
155,24520x,Sp 131 "Paganin",,46.106524,11.137303,10110,2
156,24505z,M.Vaccino "Maso Librar",,46.110418,11.138431,10110,2
157,24505x,M.Vaccino "Maso Librar",,46.110776,11.138070,10110,2
158,28055z,Ss 45 "Montevideo",,46.080500,11.098330,10110,2
159,25640z,Villazzano Valnigra,,46.052093,11.146617,10110,1
160,25640x,Villazzano Valnigra,,46.052181,11.146483,10110,1
161,25105c,Oltrecastello,,46.072809,11.161953,10110,
162,21300x,F.Lli Fontana Gen. Cantore,,46.076802,11.119111,10110,1
163,20115c,Piazza Dante "Palazzo Pat",,46.072304,11.120422,10110,1
165,21545-,Piazza di Fiera,,46.065222,11.123268,10110,
166,21595x,S.Francesco Porta Nuova,,46.066776,11.126343,10110,1
167,21560z,Piazza Vicenza,,46.062137,11.132760,10110,
168,21560x,Piazza Vicenza,,46.062293,11.132768,10110,
169,21565z,Piazzale A22,,46.077292,11.111107,10110,
171,21175z,Brescia "Piedicastello",,46.070871,11.113313,10110,1
172,21175x,Brescia "Piedicastello",,46.070494,11.111379,10110,1
173,21625-,Tangenziale Ovest Pezcoller,,46.047739,11.113561,10110,2
174,24605z,Ponte Lodovico,,46.069353,11.138954,10110,
175,24605x,Ponte Lodovico,,46.069524,11.140197,10110,
176,21745x,Venezia "Port'aquila",,46.069866,11.128218,10110,2
177,21225z,Cervara "Port'aquila",,46.070180,11.128080,10110,2
178,21225x,Cervara "Port'aquila",,46.070164,11.127887,10110,1
179,25505z,Spré Pinara,,46.067264,11.160933,10110,1
180,25505x,Spré Pinara,,46.067264,11.160804,10110,1
181,25005z,Povo "Casa di Riposo",,46.065663,11.159674,10110,2
182,25005x,Povo "Casa di Riposo",,46.065595,11.159526,10110,1
183,25010z,Povo "Centro Civico",,46.064163,11.152003,10110,1
184,25010x,Povo "Centro Civico",,46.063862,11.151908,10110,2
185,25035z,Povo S.Agata,,46.066292,11.156491,10110,1
186,25030z,Povo Piazza Manci,,46.065807,11.154613,10110,1
187,25030x,Povo Piazza Manci,,46.065956,11.154592,10110,2
188,25015z,Povo "Fac. Scienze",,46.063289,11.150001,10110,1
189,25015x,Povo "Fac. Scienze",,46.063316,11.150206,10110,1
190,25020z,Povo "Polo Sociale",,46.065442,11.157969,10110,2
191,25020x,Povo "Polo Sociale",,46.065632,11.157932,10110,1
192,27035n,Ravina Masere,,46.039165,11.111932,10110,2
193,27035s,Ravina Masere,,46.039202,11.112290,10110,1
194,27010z,Ravina "Case Itea",,46.037329,11.114040,10110,1
195,27010x,Ravina "Case Itea",,46.037940,11.114059,10110,2
196,27020-,Ravina Chiesa,,46.037726,11.107752,10110,2
197,27045-,Ravina Piazza,,46.037878,11.108506,10110,1
198,27040z,Ravina Per Belvedere,,46.041292,11.106156,10110,2
199,27040x,Ravina Per Belvedere,,46.041002,11.106234,10110,1
200,27025z,Ravina Del Ponte,,46.042890,11.111775,10110,2
201,27025x,Ravina Del Ponte,,46.041069,11.113113,10110,2
202,20120c,Piazza Dante "Pal. Regione",,46.071711,11.121386,10110,1
203,27215z,Romagnano Nord,,46.020174,11.110855,10110,2
204,27215x,Romagnano Nord,,46.019954,11.110894,10110,2
205,27210z,Romagnano Fontanelle,,46.015323,11.107085,10110,2
206,27210x,Romagnano Fontanelle,,46.014633,11.106833,10110,2
207,27205z,Romagnano 7 Fontane,,46.014690,11.105062,10110,2
208,27220c,Romagnano Piazza Condini,,46.017751,11.105815,10110,1
209,27230z,Romagnano Sud,,46.012858,11.105446,10110,2
210,27230x,Romagnano Sud,,46.012091,11.104949,10110,2
211,27225z,Romagnano Rimoni,,46.016783,11.108218,10110,1
212,27225x,Romagnano Rimoni,,46.016488,11.108266,10110,1
213,22505c,Roncafort,,46.101272,11.101580,10110,
214,22230x,Ss 12 "Zona Ind.Le Ftm",,46.120242,11.105818,10110,2
215,25040z,Povo Salé,,46.062029,11.151719,10110,1
216,25040x,Povo Salé,,46.062016,11.150848,10110,2
217,21765z,Verona "S.Bartolameo",,46.050720,11.130386,10110,1
218,21765x,Verona "S.Bartolameo",,46.050944,11.130469,10110,1
219,24610x,San Donà,,46.071657,11.138305,10110,1
220,24615z,San Donà "Chiesa",,46.072153,11.138402,10110,2
222,24610z,San Donà,,46.070880,11.139529,10110,2
223,22225x,Lamar Sponda Trentina,,46.134589,11.111686,10110,2
224,23305x,San Lazzaro Ponte Avisio,,46.137886,11.118350,10110,1
226,25810e,San Rocco Torricelle,,46.038542,11.145518,10110,2
227,25805-,San Rocco Piazza,,46.036365,11.146155,10110,1
228,24905c,Piazza Madonna Delle Laste,,46.074104,11.135252,10110,
229,28035z,Sopramonte Piazza Oveno,,46.071317,11.059204,10110,2
230,28030z,Sopramonte Bivio Baselga,,46.075572,11.058466,10110,2
231,28030x,Sopramonte Bivio Baselga,,46.075784,11.058717,10110,2
232,28025z,Sopramonte "Valle",,46.075837,11.056021,10110,2
233,28025x,Sopramonte "Valle",,46.075950,11.055785,10110,2
234,28020z,Sopramonte "Novai",,46.067706,11.061541,10110,1
235,28035c,Sopramonte Piazza Oveno,,46.071151,11.059517,10110,2
236,28005z,Sopramonte "Bunaga",,46.069103,11.056866,10110,1
237,28005x,Sopramonte "Bunaga",,46.069730,11.057694,10110,1
238,22630c,Spini di Gardolo,,46.121729,11.089886,10110,
239,22620z,Spini Linz,,46.118514,11.096121,10110,2
240,22620x,Spini Linz,,46.118533,11.096514,10110,2
241,22605z,Spini Monaco,,46.118623,11.092762,10110,2
242,22605x,Spini Monaco,,46.118581,11.092612,10110,2
243,25510z,Spré S.Lucia,,46.069295,11.161409,10110,2
244,25510x,Spré S.Lucia,,46.069215,11.161148,10110,2
245,28045z,Sp 85 "Soraval",,46.083259,11.063951,10110,1
246,28045x,Sp 85 "Soraval",,46.083095,11.063874,10110,2
247,20125p,Piazza Dante "Stazione Fs",,46.071918,11.119565,10110,1
248,24715z,Tavernaro Centro,,46.081449,11.154816,10110,2
249,24715x,Tavernaro Centro,,46.081580,11.155094,10110,1
250,24705z,Tavernaro "Salet",,46.081815,11.157962,10110,1
251,24705x,Tavernaro "Salet",,46.082027,11.158503,10110,1
252,24710z,Tavernaro "Villa Clementi",,46.080906,11.157518,10110,2
253,24710x,Tavernaro "Villa Clementi",,46.081267,11.155966,10110,2
255,28305z,Vela Alla Scala,,46.078955,11.103560,10110,1
256,28305x,Vela Alla Scala,,46.078841,11.103469,10110,1
257,22030z,Gardolo 4 Nov. Canova,,46.098861,11.112921,10110,1
258,22025z,Gardolo 4 Nov. "Piscina",,46.104288,11.112959,10110,1
259,22035z,Gardolo 4 Nov. Soprasasso,,46.106561,11.112342,10110,2
260,21055x,Adamello Gorizia,,46.059853,11.132391,10110,2
261,22020-,Gardolo "Stazione Ftm",,46.107234,11.103857,10110,2
262,22305n,M. Rossi "Stella D.Mattino",,46.107385,11.101200,10110,1
263,22305s,M. Rossi "Stella D.Mattino",,46.107332,11.100402,10110,2
264,21060x,Al Desert Muredei,,46.051410,11.117367,10110,2
265,21060z,Al Desert Muredei,,46.050987,11.117053,10110,1
266,21065x,Al Desert Ragazzi Del '99,,46.046953,11.115700,10110,1
267,21065z,Al Desert Ragazzi Del '99,,46.047147,11.115658,10110,1
269,21075z,Apuleio "Case Degasperi",,46.073284,11.115479,10110,1
270,21080z,Apuleio "Ponte S.Giorgio",,46.076220,11.115027,10110,2
271,21090z,Asiago "Cernidor",,46.050242,11.137197,10110,2
272,21085z,Asiago "Bellevue",,46.053349,11.136341,10110,2
273,21085x,Asiago "Bellevue",,46.053209,11.136492,10110,2
274,21090x,Asiago "Cernidor",v.Asiago fr.civ. 6 ang.v.de la Toresela,46.049550,11.137270,10110,2
275,21005z,Castello Buonconsiglio,,46.070312,11.126961,10110,
276,21645x,Sanzio "Castello",,46.071906,11.126018,10110,1
277,21110-,Barbacovi "Itg Pozzo",,46.064329,11.129971,10110,1
278,21680z,Ss 47 Muralta,,46.077060,11.131770,10110,2
279,24315z,Martignano Capitel,,46.082133,11.127155,10110,2
280,24315x,Martignano Capitel,,46.081763,11.126871,10110,1
281,21120z,Bettini "Nido Mad. Bianca",,46.040478,11.135348,10110,1
282,21120x,Bettini "Nido Mad. Bianca",,46.040082,11.135428,10110,1
283,21125x,Bezzi Filzi,,46.058468,11.119267,10110,1
284,21130z,Bolghera "S.Antonio",,46.058155,11.131195,10110,1
285,22210x,Lamar "Sottostazione Enel",,46.130819,11.110118,10110,2
286,22710x,Ss 12 "Pioppeto",,46.108369,11.108525,10110,1
287,22715x,Ss 12 Bivio Meano,,46.116062,11.106194,10110,2
288,22720x,Ss 12 Canova,,46.098985,11.111736,10110,1
289,22705x,Ss 12 "Paludi",via Bolzano incrocio via Noce,46.102643,11.110487,10110,2
290,22720z,Ss 12 Canova,,46.100264,11.111574,10110,1
291,21135x,Brennero "Bren Center",,46.091361,11.115388,10110,1
292,21135z,Brennero "Bren Center",,46.091461,11.115588,10110,1
293,21165z,Brennero Marconi,,46.082902,11.120500,10110,1
294,21160z,Brennero Malvasia,,46.077970,11.123271,10110,1
295,21165x,Brennero Marconi,,46.083721,11.119819,10110,1
296,21145x,Brennero "Magnete",,46.089442,11.116524,10110,1
297,21140z,Brennero "Ex Scalo Filzi",,46.079982,11.122129,10110,1
298,21140x,Brennero "Ex Scalo Filzi",,46.079301,11.122352,10110,1
300,21155z,Brennero "Tridente",,46.086479,11.118444,10110,1
301,21190x,Brigata Acqui "Itc Tambosi",,46.065347,11.128397,10110,1
303,22510z,Roncafort Bettine,,46.097530,11.102645,10110,2
304,21040z,Caneppele Goio,,46.094476,11.105224,10110,2
305,21040x,Caneppele Goio,,46.094431,11.105002,10110,2
306,21675z,Cervara Cereria,,46.074171,11.128503,10110,2
307,21675x,Cervara Cereria,,46.074158,11.128324,10110,2
308,24325z,Martignano Cesarini,,46.086272,11.129173,10110,2
309,24325x,Martignano Cesarini,,46.087138,11.129664,10110,2
310,21240z,Conci De Riccabona,,46.039645,11.140940,10110,2
311,21240x,Conci De Riccabona,,46.039407,11.140406,10110,1
312,21235z,Conci Ferrovia,,46.039366,11.137713,10110,2
313,21235x,Conci Ferrovia,,46.039884,11.137450,10110,2
314,21255z,Degasperi Anna Frank,,46.050202,11.124014,10110,1
315,21255x,Degasperi Anna Frank,,46.051100,11.123048,10110,1
316,21250z,Degasperi "Palazzo Stella",,46.043178,11.129226,10110,1
317,21250x,Degasperi "Palazzo Stella",,46.042978,11.129675,10110,1
318,21245z,Degasperi "Big Center",,46.044871,11.128023,10110,1
319,21245x,Degasperi "Big Center",,46.044947,11.128125,10110,2
320,21260z,Degasperi La Clarina,,46.048058,11.126671,10110,1
321,21260x,Degasperi La Clarina,,46.048681,11.126244,10110,1
322,21275z,Dei Mille "Villa Igea",,46.062491,11.127798,10110,1
323,21275x,Dei Mille "Villa Igea",,46.062506,11.127980,10110,1
324,25610z,Villazzano "Villa De Mersi",,46.048131,11.143325,10110,1
325,24330z,Martignano Costiole,,46.092274,11.132619,10110,1
326,24330x,Martignano Costiole,,46.092513,11.132433,10110,2
327,24320z,Martignano Castori,,46.083357,11.127844,10110,2
328,24320x,Martignano Castori,,46.083311,11.127680,10110,1
329,21290x,Dos Trento Mariano,,46.074598,11.113355,10110,1
330,21285x,Dos Trento Apuleio,,46.073022,11.114840,10110,1
331,21030x,Ponte S.Giorgio,,46.076974,11.114126,10110,
333,21300z,F.Lli Fontana Gen. Cantore,,46.076989,11.118888,10110,1
334,21295z,F.Lli Fontana Oberziner,,46.077461,11.116746,10110,1
335,21310z,Fermi La Clarina,,46.048733,11.128983,10110,1
338,21315z,Fogazzaro "Piscina",,46.056280,11.130461,10110,1
339,21315x,Fogazzaro "Piscina",,46.055966,11.129607,10110,1
340,25815z,Ss 349 Pozzata,,46.039535,11.144067,10110,2
342,21320x,Gandhi "Parco Anna Frank",,46.051690,11.124399,10110,1
344,21335x,Gerola "Ospedale S.Chiara",,46.058390,11.133083,10110,1
345,21345z,Ghiaie Monte Baldo,,46.056275,11.116059,10110,2
346,21340z,Ghiaie "Giardinerie",,46.053228,11.116713,10110,1
347,21350x,Giovanelli "Osp. S.Camillo",,46.065486,11.131888,10110,1
348,21360z,Giusti Pascoli,,46.060365,11.118905,10110,1
349,21355x,Giusti "Arcivescovile",,46.061394,11.119037,10110,1
350,21010c,Gocciadoro "Arcate",,46.054911,11.133803,10110,1
351,21365-,Gocciadoro "Poliambulatori",,46.055618,11.132175,10110,1
352,21370z,Gorizia Adamello,,46.059883,11.131324,10110,1
353,21375x,Gramsci "Materna La Clarina",,46.053319,11.125586,10110,1
354,21380x,Gramsci Einaudi,,46.052679,11.128123,10110,2
355,21390x,Grazioli Brigata Acqui,,46.067096,11.128806,10110,2
356,21405z,Guardini Gilli,,46.091986,11.119077,10110,1
357,21405x,Guardini Gilli,,46.091235,11.119265,10110,2
358,21425z,Lunelli Centochiavi,,46.092703,11.119933,10110,1
360,21440x,Maccani "Rotatoria",,46.082766,11.114827,10110,1
361,21455z,Maccani Commercio,,46.091714,11.107506,10110,1
362,21455x,Maccani Commercio,,46.091592,11.107446,10110,1
363,21450z,Maccani Campotrentino,,46.085772,11.112483,10110,1
364,21450x,Maccani Campotrentino,,46.085490,11.112576,10110,2
365,21445z,Maccani Abondi,,46.080929,11.116574,10110,1
366,21445x,Maccani Abondi,,46.080801,11.116525,10110,1
368,21435z,Maccani "Polizia Locale",,46.089720,11.109146,10110,1
369,21435x,Maccani "Polizia Locale",,46.090563,11.108256,10110,1
370,21440z,Maccani "Rotatoria",,46.082853,11.114964,10110,1
371,21430z,Maccani "Ex Sloi",,46.087888,11.110717,10110,1
372,21430x,Maccani "Ex Sloi",,46.087847,11.110576,10110,1
374,21475z,Marconi Solteri,,46.084413,11.121319,10110,2
375,21475x,Marconi Solteri,,46.084544,11.121728,10110,1
376,25630z,Villazzano Marzola,,46.046672,11.148785,10110,2
377,25630x,Villazzano Marzola,,46.046549,11.149055,10110,2
378,25625z,Villazzano Giordano,,46.050679,11.148461,10110,2
379,25625x,Villazzano Giordano,,46.050736,11.148323,10110,2
380,21480x,Mattioli Vittorio Veneto,,46.058839,11.122518,10110,1
382,21490z,Menguzzato Al Casteller,,46.038223,11.134505,10110,2
383,21485z,Menguzzato "Centro Civico",,46.040450,11.131687,10110,1
384,21485x,Menguzzato "Centro Civico",,46.040108,11.132067,10110,1
385,21490x,Menguzzato Al Casteller,,46.038106,11.134132,10110,1
386,21495x,Milano A Prato,,46.060791,11.127599,10110,2
387,21495z,Milano A Prato,,46.060724,11.127668,10110,1
388,21500z,Missioni Africane,,46.076761,11.128226,10110,
389,21035z,Quattro Strade,,46.075588,11.128239,10110,
390,21035x,Quattro Strade,,46.076150,11.128127,10110,
391,21500x,Missioni Africane,,46.078671,11.127108,10110,
392,21505x,Monte Baldo Ghiaie,,46.057153,11.115160,10110,2
393,21515z,Muredei Prati,,46.056966,11.118122,10110,2
395,21510z,Muredei Benevoli,,46.053729,11.118202,10110,2
397,21520x,Oberziner Alpini,,46.078744,11.117586,10110,1
400,21525x,Pasubio Adamello,,46.060030,11.133378,10110,1
401,21305x,F.Lli Perini 3 Novembre,,46.060903,11.124396,10110,1
402,21535z,Piave "Parco S.Chiara",,46.064151,11.127560,10110,2
403,21580x,Romagnosi Vannetti,,46.072994,11.122647,10110,1
404,21585z,Rosmini "Cimitero" / Muse,,46.064185,11.119427,10110,1
405,21585x,Rosmini "Cimitero" / Muse,,46.063746,11.119592,10110,1
406,21590x,Rosmini S.Maria Maggiore,,46.067847,11.118864,10110,1
407,21590z,Rosmini S.Maria Maggiore,,46.068101,11.118638,10110,1
408,21045z,3 Nov. "Centro S.Chiara",,46.062231,11.123668,10110,1
409,21045x,3 Nov. "Centro S.Chiara",,46.062181,11.123928,10110,1
410,21595z,S.Francesco Porta Nuova,,46.067076,11.126223,10110,1
412,21615x,S.Pio X Matteotti,,46.056397,11.119941,10110,1
413,21610z,S.Pio X Largo Prati,,46.056863,11.119120,10110,1
414,21605z,S.Pio X Benevoli,,46.053951,11.120493,10110,1
415,21605x,S.Pio X Benevoli,,46.053807,11.120733,10110,1
416,21635x,Sanseverino S.Nicolò,,46.052352,11.112013,10110,1
417,21635z,Sanseverino S.Nicolò,,46.051036,11.111606,10110,1
420,21650x,Segantini Centa,,46.075602,11.122395,10110,1
421,21655x,Segantini Dogana,,46.074211,11.121457,10110,2
422,21665z,Solteri "Piazzina",,46.085490,11.122558,10110,1
423,21665x,Solteri "Piazzina",,46.085517,11.122387,10110,2
424,21670z,Solteri Largaiolli,,46.089937,11.120938,10110,1
425,21670x,Solteri Largaiolli,,46.090006,11.120772,10110,1
426,21660z,Solteri "Nido La Trottola",,46.087986,11.121271,10110,1
427,21660x,Solteri "Nido La Trottola",,46.087571,11.121351,10110,1
428,22005z,Gardolo Soprasasso,,46.105678,11.107550,10110,2
429,22005x,Gardolo Soprasasso,,46.105504,11.107292,10110,1
430,22010-,Gardolo "Cimitero",,46.106505,11.105508,10110,1
431,21025z,Parco Del Dos Trent,,46.073381,11.107446,10110,
432,21025x,Parco Del Dos Trent,,46.073309,11.107374,10110,
433,21185z,Brescia Divisioni Alpine,,46.071056,11.109687,10110,2
434,21185x,Brescia Divisioni Alpine,,46.070913,11.109657,10110,2
435,28315z,Vela S.Giorgio,,46.076202,11.105078,10110,2
436,28315x,Vela S.Giorgio,,46.076062,11.105184,10110,1
437,21280z,Dos Trento "Centro Sportivo",,46.075677,11.106980,10110,2
438,21280x,Dos Trento "Centro Sportivo",,46.075319,11.107403,10110,2
439,27050z,Sp 90 "Maso Prudenza",,46.028867,11.111518,10110,2
440,27050x,Sp 90 "Maso Prudenza",,46.029291,11.111768,10110,2
441,22315o,Maso Rossi Aichner,,46.105160,11.100561,10110,2
443,21700z,Torre Verde Galasso,,46.070659,11.122783,10110,2
444,21710z,Travai Al Nuoto / Muse,,46.064556,11.120923,10110,1
446,21790z,Vittorio Veneto "S.Giuseppe",,46.057773,11.119304,10110,1
447,21795z,Vittorio Veneto Lorenzoni,,46.058577,11.123833,10110,1
448,21410z,Largo Prati,,46.057498,11.117145,10110,
449,21410x,Largo Prati,,46.057417,11.117427,10110,
450,21750z,Venezia Cave,,46.066609,11.131481,10110,2
451,21750x,Venezia Cave,,46.066491,11.132672,10110,2
452,21735z,Venezia "Corallo",,46.068570,11.136385,10110,1
453,21735x,Venezia "Corallo",,46.069162,11.136344,10110,1
454,21785z,Vicenza Montello,,46.061671,11.135928,10110,1
455,21785x,Vicenza Montello,,46.061779,11.135818,10110,1
456,21800o,Zambra "Ist. D'arte Vittoria",,46.092337,11.116355,10110,1
457,21775z,Verona Fogazzaro,,46.056511,11.128369,10110,1
458,21775x,Verona Fogazzaro,,46.056408,11.128664,10110,1
459,21760z,Verona "Palazzo Stella",,46.043575,11.131163,10110,1
460,21780x,Verona Menguzzato,,46.042589,11.131402,10110,2
461,21755z,Verona "Questura",,46.047816,11.130988,10110,2
462,21770z,Verona Einaudi,,46.052915,11.129680,10110,1
463,21770x,Verona Einaudi,,46.052747,11.129877,10110,1
464,21755x,Verona "Questura",,46.048049,11.131240,10110,2
466,21050x,3 Nov. "Ponte Cavalleggeri",,46.059292,11.126667,10110,1
467,23415z,Vigo Meano Rio Papa,,46.133302,11.132595,10110,2
468,23415x,Vigo Meano Rio Papa,,46.133567,11.132448,10110,2
469,23410z,Vigo Meano Piazza Stainer,,46.131627,11.134221,10110,1
470,23410x,Vigo Meano Piazza Stainer,,46.132011,11.134079,10110,1
471,23205z,Gazzadina Al Molar,,46.130605,11.130763,10110,2
472,23205x,Gazzadina Al Molar,,46.130546,11.130626,10110,2
473,25645z,Villazzano Villa Belfonte,,46.043516,11.149662,10110,1
474,25645x,Villazzano Villa Belfonte,,46.043655,11.149735,10110,1
475,25615z,Villazzano "Villa Tambosi",,46.043856,11.140563,10110,1
476,25615x,Villazzano "Villa Tambosi",,46.043868,11.140227,10110,1
477,24810c,Villamontagna P.Predaroi,,46.086140,11.160223,10110,1
478,24805z,Villamontagna "Michei",,46.084200,11.162874,10110,2
479,24805x,Villamontagna "Michei",,46.084635,11.163250,10110,2
481,25605z,Villazzano "Chiesa",,46.049549,11.144075,10110,2
484,25635z,Villazzano Piazza Nicolini,,46.048987,11.145973,10110,1
485,25635x,Villazzano Piazza Nicolini,,46.049117,11.146032,10110,1
486,25620x,Villazzano Banala,,46.047513,11.142275,10110,1
488,21230c,Conci "Villazzano 3",,46.041088,11.140549,10110,1
490,24205z,Zell Marnighe,,46.080366,11.138210,10110,1
491,24205x,Zell Marnighe,,46.079985,11.138878,10110,1
492,22610z,Spini "Officine",,46.118327,11.100620,10110,2
493,22610x,Spini "Officine",,46.118172,11.100937,10110,2
494,22625z,Spini "Zona Ind.Le Ftm",,46.118119,11.103688,10110,2
495,22625x,Spini "Zona Ind.Le Ftm",,46.118029,11.103635,10110,2
496,22615z,Spini Klagenfurt,,46.117775,11.094238,10110,1
497,22615x,Spini Klagenfurt,,46.117756,11.094421,10110,1
524,21050z,3 Nov. "Ponte Cavalleggeri",,46.059418,11.126260,10110,1
527,23010z,Meano "Centro Civico",,46.126523,11.116678,10110,1
1278,31041z,Corso Bettini Liceo,,45.896138,11.043341,10101,1
1279,31041x,Corso Bettini Liceo,,45.895066,11.043408,10101,1
1280,31051x,Corso Bettini "Mart",,45.893031,11.043615,10101,1
1281,31051z,Corso Bettini "Mart",,45.892816,11.043902,10101,2
1282,30141n,Corso Rosmini Via Savioli,,45.890973,11.038502,10121,1
1283,30111-,Corso Rosmini Monumento,,45.890870,11.042856,10101,1
1284,10121,Corso Rosmini Posta,,45.890973,11.041256,10121,1
